loan_id,name,date_of_birth,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,CIBIL_rating,income_level,loan_rating,loan_term_type,dependent_level,edu_status,type_employment,loan_approval
2277,Loretta Friedman,1987-10-31,4,Not Graduate,No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,Approved,Excellent,High,Silver,Short Term,High,0,0,1
2278,Teresa Sanders,2002-03-08,3,Graduate,No,6300000,13900000,18,748,17700000,8800000,21700000,8600000,Approved,Good,Upper-Middle,Silver,Long Term,Moderate,1,0,1
2279,Kevin Nelson,1995-06-30,3,Not Graduate,Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,0,1,0
2280,Jacqueline Ewing,1977-06-10,3,Graduate,Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000,Rejected,Poor,Low,Bronze,Intermediate,Moderate,1,1,0
2281,John Figueroa,1974-03-12,0,Not Graduate,Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,Approved,Good,Low-Middle,Bronze,Intermediate,Low,0,1,1
2282,Randy Henry,1979-05-04,2,Not Graduate,No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Approved,Average,Low-Middle,Bronze,Long Term,Moderate,0,0,1
2283,Brandy Bates,1963-11-16,0,Graduate,Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Low,1,1,0
2284,Alexandria Spencer,1999-02-04,1,Not Graduate,Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Low,0,1,1
2285,James Gross,1963-02-15,3,Not Graduate,No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,Rejected,Poor,High,Silver,Long Term,Moderate,0,0,0
2286,Geoffrey Freeman,1992-11-10,4,Graduate,Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,Approved,Excellent,High,Silver,Intermediate,High,1,1,1
2287,Nancy Harper,1966-07-13,4,Graduate,No,7100000,27200000,16,824,2400000,8000000,22400000,3900000,Approved,Excellent,Upper-Middle,Gold,Long Term,High,1,0,1
2288,Danielle Martin,1959-08-20,2,Not Graduate,No,200000,800000,6,338,100000,0,400000,100000,Rejected,Poor,Low,Bronze,Short Term,Moderate,0,0,0
2289,Taylor Goodman,1997-06-08,0,Not Graduate,Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,Approved,Average,Upper-Middle,Silver,Intermediate,Low,0,1,1
2290,Heather Pearson,1977-02-14,0,Not Graduate,Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Low,0,1,1
2291,Eric Foster,1994-05-03,2,Not Graduate,Yes,5100000,19700000,2,733,0,4500000,12900000,6200000,Approved,Good,Upper-Middle,Silver,Short Term,Moderate,0,1,1
2292,Carolyn Turner,1964-09-29,3,Graduate,Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,1,1,0
2293,Melissa House,2005-12-25,1,Not Graduate,No,7200000,15000000,10,677,10600000,3900000,24500000,4100000,Approved,Good,Upper-Middle,Silver,Intermediate,Low,0,0,1
2294,John Morton,1961-06-14,3,Not Graduate,No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,Rejected,Poor,High,Silver,Short Term,Moderate,0,0,0
2295,Matthew Chan,1963-01-06,3,Graduate,Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,Approved,Excellent,Upper-Middle,Gold,Intermediate,Moderate,1,1,1
2296,Tyler Carpenter,1995-04-08,3,Graduate,Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,Approved,Excellent,Upper-Middle,Gold,Short Term,Moderate,1,1,1
2297,Laura Wilcox,1995-06-13,4,Graduate,No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,Approved,Average,Upper-Middle,Gold,Long Term,High,1,0,1
2298,Brett Bell,1988-11-09,4,Not Graduate,Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Approved,Excellent,High,Platinum,Intermediate,High,0,1,1
2299,Rachel Avila,1996-07-13,2,Not Graduate,Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000,Approved,Excellent,Upper-Middle,Silver,Short Term,Moderate,0,1,1
2300,Renee Estrada,1969-08-09,2,Not Graduate,No,900000,2000000,14,337,1700000,0,2100000,600000,Rejected,Poor,Low,Bronze,Intermediate,Moderate,0,0,0
2301,Jonathan Arnold,1984-12-22,1,Graduate,No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,Approved,Excellent,High,Gold,Long Term,Low,1,0,1
2302,Dr. Marissa Saunders DVM,1979-04-05,4,Not Graduate,No,600000,1600000,6,784,300000,100000,1900000,500000,Approved,Excellent,Low,Bronze,Short Term,High,0,0,1
2303,Ronald Chandler,1969-09-13,5,Graduate,Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,Rejected,Poor,High,Platinum,Intermediate,High,1,1,0
2304,Laurie Hooper,1974-11-29,2,Graduate,Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,Rejected,Poor,High,Platinum,Intermediate,Moderate,1,1,0
2305,Sarah Doyle,1961-12-11,1,Graduate,No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,Approved,Average,High,Gold,Intermediate,Low,1,0,1
2306,Tyler Johnson,1993-04-08,4,Graduate,No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,Rejected,Poor,High,Gold,Intermediate,High,1,0,0
2307,Kelly Nelson,1969-07-30,1,Not Graduate,No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,Approved,Average,High,Gold,Short Term,Low,0,0,1
2308,Monica Moore,1968-02-27,5,Not Graduate,Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,Approved,Excellent,Upper-Middle,Silver,Intermediate,High,0,1,1
2309,Jamie Turner MD,1966-01-15,0,Graduate,No,2700000,7400000,10,778,6800000,800000,5600000,2800000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Low,1,0,1
2310,Walter Wyatt,1964-10-30,0,Not Graduate,No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,Approved,Good,Upper-Middle,Gold,Intermediate,Low,0,0,1
2311,Tyler Black,1999-07-11,1,Graduate,Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,Rejected,Poor,Upper-Middle,Gold,Long Term,Low,1,1,0
2312,Alejandro Houston,1976-06-11,5,Graduate,Yes,300000,700000,10,586,0,400000,1000000,100000,Approved,Average,Low,Bronze,Intermediate,High,1,1,1
2313,Mark Brown,1964-01-23,2,Graduate,No,2200000,7000000,6,777,6100000,400000,4400000,3300000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,1,0,1
2314,Robert Lewis,1973-01-15,1,Graduate,Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000,Rejected,Poor,High,Platinum,Intermediate,Low,1,1,0
2315,Marilyn Morgan,1977-07-28,4,Graduate,No,7200000,23100000,12,632,4600000,8500000,19400000,4400000,Approved,Average,Upper-Middle,Gold,Intermediate,High,1,0,1
2316,Andrew Bruce,2002-10-10,0,Not Graduate,No,2000000,4800000,20,337,1300000,2200000,5500000,1700000,Rejected,Poor,Low-Middle,Bronze,Long Term,Low,0,0,0
2317,Frank Manning,1980-08-01,4,Graduate,Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,Rejected,Poor,High,Gold,Intermediate,High,1,1,0
2318,Jennifer Smith,1964-02-22,2,Graduate,Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Moderate,1,1,0
2319,Vanessa Anderson,1988-12-17,2,Not Graduate,Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000,Rejected,Poor,High,Gold,Long Term,Moderate,0,1,0
2320,Patrick Wilson,1976-07-21,2,Graduate,Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000,Approved,Excellent,Low-Middle,Bronze,Long Term,Moderate,1,1,1
2321,Katherine Chapman,1989-05-13,1,Graduate,No,2100000,6300000,16,882,3900000,2200000,7700000,2900000,Approved,Excellent,Low-Middle,Bronze,Long Term,Low,1,0,1
2322,Alison Lambert,1976-03-06,1,Not Graduate,Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Low,0,1,1
2323,James Mathews,1966-10-29,5,Not Graduate,Yes,200000,300000,10,704,500000,100000,800000,200000,Approved,Good,Low,Bronze,Intermediate,High,0,1,1
2324,Deborah Powers,1998-12-17,1,Not Graduate,Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,Approved,Good,Low-Middle,Bronze,Intermediate,Low,0,1,1
2325,David Johnson,1991-08-09,0,Not Graduate,Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000,Approved,Poor,Low-Middle,Silver,Short Term,Low,0,1,1
2326,Aaron Hess,1970-11-05,0,Not Graduate,No,1100000,4300000,18,828,700000,800000,2900000,900000,Approved,Excellent,Low-Middle,Bronze,Long Term,Low,0,0,1
2327,Cindy Doyle,1992-02-11,5,Graduate,Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,Approved,Excellent,High,Gold,Intermediate,High,1,1,1
2328,Anna Cannon,1962-03-07,4,Graduate,Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,Approved,Excellent,Upper-Middle,Gold,Short Term,High,1,1,1
2329,Eric Montgomery,1990-07-04,5,Graduate,No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,Approved,Poor,Low-Middle,Silver,Short Term,High,1,0,1
2330,John Chambers,1966-02-06,4,Graduate,Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000,Rejected,Poor,High,Platinum,Long Term,High,1,1,0
2331,Karl Carter,2005-03-29,0,Not Graduate,Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000,Approved,Good,Low-Middle,Bronze,Short Term,Low,0,1,1
2332,Brian Morrison,1991-05-27,3,Graduate,No,7900000,27000000,6,601,17700000,7800000,27600000,11500000,Approved,Average,High,Gold,Short Term,Moderate,1,0,1
2333,Jason Gonzales,1972-04-05,3,Graduate,Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,Approved,Excellent,High,Gold,Intermediate,Moderate,1,1,1
2334,Gregory Moran,1991-09-03,2,Not Graduate,No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,Approved,Excellent,Upper-Middle,Silver,Long Term,Moderate,0,0,1
2335,Molly Davis,1975-11-29,1,Not Graduate,No,3100000,11200000,18,665,2000000,5400000,12000000,2500000,Approved,Good,Low-Middle,Silver,Long Term,Low,0,0,1
2336,Jacqueline Jones,1978-06-14,5,Not Graduate,Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,Approved,Good,Low-Middle,Bronze,Long Term,High,0,1,1
2337,Kelli Armstrong,1992-05-17,4,Graduate,No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,Approved,Excellent,Upper-Middle,Gold,Intermediate,High,1,0,1
2338,Kara Peters,1985-01-23,1,Graduate,No,5700000,15500000,8,544,10500000,8700000,20900000,7000000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Low,1,0,0
2339,Joshua Lawson,1968-06-22,5,Graduate,No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,Rejected,Poor,Upper-Middle,Gold,Long Term,High,1,0,0
2340,Nicholas Maxwell,1991-06-02,2,Graduate,No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,Approved,Excellent,High,Gold,Long Term,Moderate,1,0,1
2341,Stephen Ellis,1978-06-10,1,Graduate,No,6000000,21200000,12,549,17900000,8200000,16900000,6200000,Rejected,Poor,Upper-Middle,Gold,Intermediate,Low,1,0,0
2342,Jennifer Davis,1986-08-05,1,Graduate,Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,Approved,Good,High,Platinum,Intermediate,Low,1,1,1
2343,Jennifer Tucker,1967-10-27,4,Not Graduate,No,2000000,4800000,8,302,1500000,800000,4000000,2600000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,0,0
2344,Haley Duran,2002-02-01,5,Graduate,Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000,Approved,Good,Low-Middle,Bronze,Intermediate,High,1,1,1
2345,Michael Evans,1985-12-21,1,Graduate,No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,Approved,Average,Upper-Middle,Gold,Short Term,Low,1,0,1
2346,Jenny Castillo,1963-12-02,3,Graduate,No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,1,0,0
2347,William Coleman,1977-07-25,3,Graduate,No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,Approved,Excellent,High,Gold,Long Term,Moderate,1,0,1
2348,Jennifer Thomas MD,1967-03-05,4,Not Graduate,No,8100000,28000000,8,663,8800000,11300000,26000000,5500000,Approved,Good,High,Gold,Intermediate,High,0,0,1
2349,William Mcguire,2004-06-07,4,Graduate,Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000,Rejected,Poor,High,Gold,Intermediate,High,1,1,0
2350,David Williams,1969-08-06,0,Graduate,No,9200000,22500000,10,317,14200000,17400000,28500000,10700000,Rejected,Poor,High,Gold,Intermediate,Low,1,0,0
2351,Thomas Mcfarland,1995-08-01,2,Graduate,No,3900000,14700000,16,360,2600000,200000,8300000,2900000,Rejected,Poor,Low-Middle,Silver,Long Term,Moderate,1,0,0
2352,Paul King,1999-12-17,1,Graduate,No,9100000,26200000,8,727,20800000,7100000,27800000,8900000,Approved,Good,High,Gold,Intermediate,Low,1,0,1
2353,Ashley Lopez,1971-11-02,3,Graduate,Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000,Approved,Good,Low-Middle,Bronze,Short Term,Moderate,1,1,1
2354,Ashley Patton MD,1978-10-10,4,Graduate,No,2000000,4300000,8,373,2000000,2700000,7700000,2200000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,1,0,0
2355,Christopher Doyle,1969-02-20,5,Graduate,No,6300000,14600000,8,469,13300000,10100000,24500000,3800000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,1,0,0
2356,Joseph Fleming,1973-04-22,3,Not Graduate,Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,0,1,0
2357,William Campbell,1993-08-29,0,Not Graduate,No,9800000,29400000,20,618,1200000,14600000,33800000,8300000,Approved,Average,High,Gold,Long Term,Low,0,0,1
2358,Amanda Walsh,1984-03-24,2,Graduate,No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,Approved,Good,Upper-Middle,Silver,Intermediate,Moderate,1,0,1
2359,Candace Tran,1974-04-26,3,Graduate,No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,Approved,Excellent,High,Gold,Long Term,Moderate,1,0,1
2360,Sarah Burns,1986-10-06,3,Not Graduate,No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,Approved,Good,High,Platinum,Short Term,Moderate,0,0,1
2361,Jeff Baker,1977-03-15,5,Not Graduate,No,2200000,8100000,4,409,300000,0,4900000,2400000,Rejected,Poor,Low-Middle,Bronze,Short Term,High,0,0,0
2362,Billy Mcguire,2001-12-31,2,Not Graduate,Yes,8300000,20600000,10,504,100000,900000,33200000,6700000,Rejected,Poor,High,Gold,Intermediate,Moderate,0,1,0
2363,Hannah Armstrong,1999-02-18,3,Graduate,Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000,Rejected,Poor,Upper-Middle,Gold,Long Term,Moderate,1,1,0
2364,Penny Bowen,1982-12-14,2,Graduate,No,4500000,16600000,20,704,6400000,4200000,16900000,2400000,Approved,Good,Upper-Middle,Silver,Long Term,Moderate,1,0,1
2365,Daniel Alvarado,1963-03-12,3,Not Graduate,No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Moderate,0,0,1
2366,Courtney Pierce,1975-08-18,4,Not Graduate,No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,Approved,Good,High,Platinum,Intermediate,High,0,0,1
2367,Brian Chaney,1992-06-10,4,Graduate,Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000,Rejected,Poor,Low-Middle,Silver,Long Term,High,1,1,0
2368,Troy Garcia,2000-05-14,3,Graduate,Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000,Rejected,Poor,High,Platinum,Intermediate,Moderate,1,1,0
2369,Virginia Hendricks,2000-01-22,5,Not Graduate,No,6400000,22300000,12,776,500000,9100000,24100000,5800000,Approved,Excellent,Upper-Middle,Gold,Intermediate,High,0,0,1
2370,Michael Richardson,1995-02-28,1,Not Graduate,Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000,Rejected,Poor,High,Gold,Long Term,Low,0,1,0
2371,Theresa Thomas,2002-01-25,3,Graduate,Yes,300000,1000000,8,641,700000,200000,1100000,200000,Approved,Average,Low,Bronze,Intermediate,Moderate,1,1,1
2372,Brittany Tate,1998-02-23,5,Not Graduate,No,4100000,12300000,6,582,10900000,6100000,14100000,3500000,Approved,Average,Upper-Middle,Silver,Short Term,High,0,0,1
2373,April Lamb MD,1990-03-07,2,Graduate,No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,Approved,Excellent,High,Gold,Long Term,Moderate,1,0,1
2374,Cody Higgins,1981-04-24,4,Graduate,No,9900000,28400000,10,763,23700000,12700000,35800000,5800000,Approved,Excellent,High,Gold,Intermediate,High,1,0,1
2375,Joseph Jimenez,1983-04-20,0,Not Graduate,No,4800000,19000000,12,650,7000000,1000000,15600000,4800000,Approved,Good,Upper-Middle,Silver,Intermediate,Low,0,0,1
2376,Toni Johnson,1961-09-04,0,Graduate,Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000,Approved,Excellent,Low-Middle,Bronze,Short Term,Low,1,1,1
2377,David Cox,1981-05-29,1,Not Graduate,Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,Approved,Excellent,Low-Middle,Silver,Intermediate,Low,0,1,1
2378,Erica Cooper,1971-05-04,1,Not Graduate,Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,Approved,Good,Upper-Middle,Silver,Short Term,Low,0,1,1
2379,Jordan Moore,1964-10-31,2,Not Graduate,Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,0,1,0
2380,Molly Key,1996-11-27,5,Graduate,No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,Approved,Excellent,Upper-Middle,Gold,Intermediate,High,1,0,1
2381,Mr. Curtis Dawson,1996-02-22,0,Graduate,Yes,200000,300000,18,520,100000,300000,600000,100000,Rejected,Poor,Low,Bronze,Long Term,Low,1,1,0
2382,Ashley Glass,1985-04-02,2,Graduate,No,1400000,4700000,4,355,2100000,600000,4400000,1400000,Approved,Poor,Low-Middle,Bronze,Short Term,Moderate,1,0,1
2383,Kimberly Lopez,1994-08-28,3,Graduate,Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,Rejected,Poor,High,Platinum,Intermediate,Moderate,1,1,0
2384,Laura Bray,1960-09-04,1,Not Graduate,Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,Approved,Good,Low-Middle,Bronze,Long Term,Low,0,1,1
2385,Victor Blake,1974-10-26,3,Graduate,Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,Approved,Average,High,Platinum,Intermediate,Moderate,1,1,1
2386,Alex Sanchez,2005-07-18,0,Not Graduate,Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,Approved,Good,Upper-Middle,Silver,Intermediate,Low,0,1,1
2387,Wanda Hahn,2003-11-23,0,Not Graduate,Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,Approved,Average,Upper-Middle,Silver,Short Term,Low,0,1,1
2388,Paul Williams,1965-01-26,0,Graduate,Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Low,1,1,1
2389,Anne Vance,1984-04-05,5,Not Graduate,Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,Approved,Good,High,Silver,Long Term,High,0,1,1
2390,Lisa Torres,2000-02-06,4,Graduate,No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,Rejected,Poor,High,Silver,Short Term,High,1,0,0
2391,Gail Davis,2002-08-17,4,Graduate,Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000,Approved,Excellent,Upper-Middle,Bronze,Intermediate,High,1,1,1
2392,Zachary Greene,1961-05-18,1,Graduate,No,3200000,8800000,4,405,1000000,2600000,10700000,3400000,Rejected,Poor,Low-Middle,Bronze,Short Term,Low,1,0,0
2393,Tracy Medina,1978-02-04,5,Graduate,Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000,Approved,Average,Low-Middle,Bronze,Long Term,High,1,1,1
2394,Pamela Massey,1989-12-12,5,Not Graduate,Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,Rejected,Poor,High,Gold,Intermediate,High,0,1,0
2395,Brandon Kim,1986-07-26,2,Not Graduate,Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,0,1,0
2396,Christopher Hernandez,1972-08-18,0,Not Graduate,Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000,Approved,Excellent,High,Platinum,Short Term,Low,0,1,1
2397,Roberto Keller,1981-06-05,1,Graduate,Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,Approved,Good,Low-Middle,Bronze,Short Term,Low,1,1,1
2398,Steven Santana,1961-10-11,3,Not Graduate,No,200000,800000,20,730,0,300000,400000,300000,Approved,Good,Low,Bronze,Long Term,Moderate,0,0,1
2399,Chad Johnson,1980-03-13,5,Graduate,No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,1,0,0
2400,Lori Parker,1998-09-26,4,Not Graduate,No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,Approved,Excellent,Low-Middle,Silver,Short Term,High,0,0,1
2401,Christine Jimenez,1999-04-29,4,Not Graduate,No,8300000,23300000,20,398,18500000,11500000,17100000,9900000,Rejected,Poor,High,Gold,Long Term,High,0,0,0
2402,William Bradley,1986-05-27,5,Not Graduate,Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000,Rejected,Poor,Upper-Middle,Bronze,Short Term,High,0,1,0
2403,Rachel Stone,1995-11-03,1,Not Graduate,No,7300000,23700000,16,852,9400000,6800000,22600000,8500000,Approved,Excellent,Upper-Middle,Gold,Long Term,Low,0,0,1
2404,Luis Bates,2002-04-27,1,Not Graduate,No,9300000,27500000,6,364,12200000,13800000,25300000,10800000,Rejected,Poor,High,Gold,Short Term,Low,0,0,0
2405,Michael Nguyen,2005-07-01,2,Graduate,Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000,Approved,Average,Upper-Middle,Silver,Intermediate,Moderate,1,1,1
2406,Thomas Moreno,1988-02-05,3,Not Graduate,No,2600000,8100000,2,421,4200000,3100000,6200000,2500000,Approved,Poor,Low-Middle,Bronze,Short Term,Moderate,0,0,1
2407,Michael Rush,1968-01-26,5,Graduate,No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,Approved,Average,Low-Middle,Bronze,Intermediate,High,1,0,1
2408,Christopher Hamilton,1973-04-11,2,Graduate,Yes,900000,3500000,6,763,2300000,300000,2000000,600000,Approved,Excellent,Low,Bronze,Short Term,Moderate,1,1,1
